,ID,fq,comp,A,B,C,TMIN,TMAX
613,615,C15H18,2-PENTYLNAPHTHALENE,7.06,2005.9,170.0,190,370.0
614,616,C15H24,1-PHENYLNONANE,7.0245,1862.6,167.5,142,316.0
615,617,C15H28,1-PENTADECYNE,7.20553,1972.07,188.0,140,349.0
616,618,C15H30,1-PENTADECENE,7.01555,1781.974,162.582,134,302.0
617,619,C15H30,1-CYCLOPENTYLDECANE,7.00349,1825.748,163.479,141,314.0
618,620,C15H30,1-CYCLOHEXYLNONANE,7.0006,1850.2,167.6,141,316.0
619,621,C15H32,PENTADECANE,7.02359,1789.95,161.38,136,304.0
620,622,C15H32O,1-PENTADECANOL,6.23737,1204.5,54.0,230,339.0
621,623,C15H32S,BUTYL-UNDECYL-SULFIDE,5.53347,1421.32,205.81,196,397.0
622,624,C15H32S,DODECYL-PROPYL-SULFIDE,5.53347,1421.32,205.81,196,397.0
623,625,C15H32S,ETHYL-TRIDECYL-SULFIDE,5.53347,1421.32,205.81,196,397.0
624,626,C15H32S,METHYL-TETRADECYL-SULFIDE,5.53347,1421.32,205.81,196,397.0
625,627,C15H32S,1-PENTADECANETHIOL,7.0612,1951.0,146.0,176,356.0
626,628,C16H26,1-PHENYLDECANE,7.03642,1904.132,160.318,155,333.0
627,629,C16H26,PENTAETHYLBENZENE,8.29495,2972.77,272.052,86,277.0
628,630,C16H30,1-HEXADECYNE,7.47511,2154.7,185.0,172,367.0
629,631,C16H32,1-HEXADECENE,7.04437,1843.581,157.917,147,319.0
630,632,C16H32,1-CYCLOPENTYLUNDECANE,7.02,1869.2,156.0,154,330.0
631,633,C16H32,1-CYCLOHEXYLDECANE,7.01852,1899.242,161.348,154,333.0
632,634,C16H34,HEXADECANE,7.02867,1830.51,154.45,149,321.0
633,635,C16H34O,1-HEXADECANOL,6.1586,1380.0,91.0,145,190.0
634,636,C16H34S,BUTYL-DODECYL-SULFIDE,5.46123,1421.32,205.81,204,416.0
635,637,C16H34S,ETHYL-TETRADECYL-SULFIDE,5.46123,1421.32,205.81,204,416.0
636,638,C16H34S,METHYL-PENTADECYL-SULFIDE,5.46123,1421.32,205.81,204,416.0
637,639,C16H34S,OCTYL-SULFIDE,5.46123,1421.32,205.81,204,416.0
638,640,C16H34S,PROPYL-TRIDECYL-SULFIDE,5.46123,1421.32,205.81,204,416.0
639,641,C16H34S,1-HEXADECANETHIOL,7.075,1990.0,140.0,188,370.0
640,642,C16H34S2,OCTYL-DISULFIDE,6.9579,1935.6,129.0,196,383.0
641,643,C17H28,1-PHENYLUNDECANE,7.0509,1944.1,153.0,168,349.0
642,644,C17H32,1-HEPTADECYNE,7.48829,2216.2,182.0,184,384.0
643,645,C17H34,1-HEPTADECENE,7.03925,1877.91,151.53,159,335.0
644,646,C17H34,1-CYCLOPENTYLDODECANE,7.0319,1909.1,149.0,168,346.0
645,647,C17H34,1-CYCLOHEXYLUNDECANE,7.029,1939.7,154.5,167,349.0
646,648,C17H36,HEPTADECANE,7.0143,1865.1,149.2,161,337.0
647,649,C17H36O,1-HEPTADECANOL,6.782,1595.0,85.06,191,383.0
648,650,C17H36S,BUTYL-TRIDECYL-SULFIDE,5.39727,1421.32,205.81,212,434.0
649,651,C17H36S,ETHYL-PENTADECYL-SULFIDE,5.39727,1421.32,205.81,212,434.0
650,652,C17H36S,HEXADECYL-METHYL-SULFIDE,5.39727,1421.32,205.81,212,434.0
651,653,C17H36S,PROPYL-TETRADECYL-SULFIDE,5.39727,1421.32,205.81,212,434.0
652,654,C17H36S,1-HEPTADECANETHIOL,7.081,2027.0,135.0,198,384.0
653,655,C18H30,1-PHENYLDODECANE,7.0693,1981.6,145.5,181,363.0
654,656,C18H30,HEXAETHYLBENZENE,7.50288,2360.733,212.652,134,298.0
655,657,C18H34,1-OCTADECYNE,7.50787,2281.1,180.0,196,400.0
656,658,C18H36,1-OCTADECENE,7.04518,1917.9,145.9,171,350.0
657,659,C18H36,1-CYCOPENTYLTRIDECANE,7.0473,1947.0,141.9,180,361.0
658,660,C18H36,1-CYCLOHEXYLDODECANE,7.0362,1976.7,148.0,179,364.0
659,661,C18H38,OCTADECANE,7.0022,1894.3,143.3,172,352.0
660,662,C18H38O,1-OCTADECANOL,6.814,1632.0,80.06,201,385.0
661,663,C18H38S,BUTYL-TETRADECYL-SULFIDE,5.3364,1421.32,205.81,220,452.0
662,664,C18H38S,ETHYL-HEXADECYL-SULFIDE,5.3364,1421.32,205.81,220,452.0
663,665,C18H38S,HEPTADECYL-METHYL-SULFIDE,5.3364,1421.32,205.81,220,452.0
664,666,C18H38S,NONYL-SULFIDE,5.3364,1421.32,205.81,220,452.0
665,667,C18H38S,PENTADECYL-PROPYL-SULFIDE,5.3364,1421.32,205.81,220,452.0
666,668,C18H38S,1-OCTADECANETHIOL,7.096,2061.0,129.0,209,397.0
667,669,C18H38S2,NONYL-DISULFIDE,6.9605,1981.5,117.0,215,407.0
668,670,C19H32,1-PHENYLTRIDECANE,7.0843,2013.9,137.9,193,377.0
669,671,C19H36,1-NONADECYNE,7.51711,2336.7,177.0,208,416.0
670,672,C19H38,1-NONADECENE,7.0571,1961.6,141.2,183,364.0
671,673,C19H38,1-CYCLOPENTYLTETRADECANE,7.063,1982.0,135.0,192,375.0
672,674,C19H38,1-CYCLOHEXYLTRIDECANE,7.0469,2012.2,141.5,191,378.0
673,675,C19H40,NONADECANE,7.0153,1932.8,137.6,184,366.0
674,676,C19H40O,1-NONADECANOL,6.60769,1632.0,80.06,274,395.0
675,677,C19H40S,BUTYL-PENTADECYL-SULFIDE,5.28246,1421.32,205.81,227,468.0
676,678,C19H40S,ETHYL-HEPTADECYL-SULFIDE,5.28246,1421.32,205.81,227,468.0
677,679,C19H40S,HEXADECYL-PROPYL-SULFIDE,5.28246,1421.32,205.81,227,468.0
678,680,C19H40S,METHYL-OCTADECYL-SULFIDE,5.28246,1421.32,205.81,227,468.0
679,681,C19H40S,1-NONADECANETHIOL,7.105,2094.0,124.0,219,409.0
680,682,C20H34,1-PHENYLTETRADECANE,7.101,2042.0,130.0,205,390.0
681,683,C20H38,1-EICOSYNE,7.52336,2386.3,174.0,219,431.0
682,684,C20H40,1-EICOSENE,7.0577,1995.3,136.0,193,378.0
683,685,C20H40,1-CYCLOPENTYLPENTADECANE,7.083,2016.0,128.0,203,388.0
684,686,C20H40,1-CYCLOHEXYLTETRADECANE,7.061,2046.0,135.0,203,392.0
685,687,C20H42,EICOSANE,7.1522,2032.7,132.1,198,379.0
686,688,C20H42O,1-EICOSANOL,6.872,1699.0,70.06,219,406.0
687,689,C20H42S,BUTYL-HEXADECYL-SULFIDE,5.23473,1421.32,205.81,233,484.0
688,690,C20H42S,DECYL-SULFIDE,5.23473,1421.32,205.81,233,484.0
689,691,C20H42S,ETHYL-OCTADECYL-SULFIDE,5.23473,1421.32,205.81,233,484.0
690,692,C20H42S,HEPTADECYL-PROPYL-SULFIDE,5.23473,1421.32,205.81,233,484.0
691,693,C20H42S,METHYL-NONADECYL-SULFIDE,5.23473,1421.32,205.81,233,484.0
692,694,C20H42S,1-EICOSANETHIOL,7.114,2125.0,119.0,229,421.0
693,695,C20H42S2,DECYL-DISULFIDE,6.972,2019.0,103.1,235,429.0
694,696,C21H36,1-PHENYLPENTADECANE,7.114,2067.0,122.0,216,403.0
695,697,C21H42,1-CYCLOPENTYLHEXADECANE,7.103,2048.0,121.0,215,401.0
696,698,C21H42,1-CYCLOHEXYLPENTADECANE,7.072,2078.0,129.0,213,404.0
697,699,C22H38,1-PHENYLHEXADECANE,7.14,2095.0,114.0,227,415.0
698,700,C22H44,1-CYCLOHEXYLHEXADECANE,7.074,2099.0,122.0,224,416.0
